"","creb_family_tfs","creb_binding_cofactors","creb_activity_markers","ap1_family_tfs","ATF1","ATF2","ATF4","ATF6B","AXL","CREB1","CREB3","CREB3L1","CREB3L2","CREB3L3","CREB3L4","CREB5","CREBBP","CREBL2","CREBRF","CREBZF","CREM","CRTC1","CRTC2","CRTC3","EID1","EP300","FOS","FOSB","FOSL1","FOSL2","JUN","JUNB","JUND","MITF","MKI67","NGFR","NR4A1","NR4A2","NR4A3","PCK1","PPARGC1A","RPS6KA3","RPS6KA4","RPS6KA5","RPS6KB1","SOX10"
"ACH000644",0.0903297290868348,0.393369329974803,0.526123237663471,-0.0726915622366417,-0.222153236601974,-0.588154179872761,0.114709992462659,1.53137966588428,0.789445564229878,-1.21515785787956,2.63626430130637,-0.491972424988309,1.32324451796998,-0.289683060901628,-0.95673317844993,-0.160369455673039,1.02509892145414,-0.0611403226902352,-0.424639461977768,-0.373901310333621,0.533251948048059,1.1602645519847,0.206574045782957,0.438924302836313,-1.04402711663835,0.992804845281451,0.366065216039743,0.57269994117413,0.0767418329000077,-1.43877427068559,-0.480399406388659,0.537112710584598,-0.142286959280722,0.438555785045473,-1.45966803318074,0.194306602541802,-0.623594545446553,1.76623439995598,-0.0698858145640234,1.03173891070848,-0.0260542408775916,0.603922209618813,-0.44136883047749,0.00425377830992207,-1.06199990252551,0.539939050533532
"ACH000650",-0.357795071749836,0.641585355216413,0.560919838312758,-1.00616830877426,-0.435997031227197,-0.836637322061155,-0.768994693789839,-1.51568655672881,-1.36040353482427,0.176963168396967,-1.53228616876733,-0.836010578299059,0.549283646352403,-0.292533843336999,-0.350822052554241,-1.07201431245626,0.392147111090112,0.23036885648758,-0.249920027994974,-0.0509089431679487,1.61826978289932,1.19526895696082,-0.308891844372587,2.49067022382491,-0.0666411817097358,-0.041068443400721,-0.15612617976182,-0.662779797913862,-1.30239529687824,1.66846853321943,-2.13024062021592,-1.35098504213886,-3.10911975773058,1.22028794658886,-3.45797968540364,-1.29867935069269,0.401424194985516,0.391791823363081,2.07935289816758,-0.628889563265145,0.82961266412209,-0.970374467754193,-0.025930287283402,0.057116011161399,-1.05828748429082,0.195254572139146
"ACH000730",-0.0958322649621545,0.17195875331949,0.628610069385253,-0.512348710586346,-0.481560980613331,-0.90940155161194,0.328407846481836,-1.32436299269443,-1.19550630478411,-0.803336493135166,-0.857843272680331,-0.510626693006849,-0.883942932988573,-0.250886551216775,0.581737771531319,1.26328376451584,-0.39945888987417,0.00192146205015083,0.726117945527317,-0.662272484201085,2.3452811876097,-0.685594650940218,0.89364577111758,0.308272851643654,-0.412280914801371,0.671922482852118,0.256114171294839,-0.250406288449943,-1.96654437716354,-0.179338461440547,-0.304396484153032,-0.855516686599185,-0.286352847593015,1.08734755976384,0.559666354802988,-1.09638608646637,0.906237430797227,0.0632280528510672,1.8800260797089,-0.335051285816182,0.827204623238838,-0.79351322619083,0.0203550276368666,-0.802430589561488,2.37007458517067,0.245398129785852
"ACH000750",0.540887569302041,-0.747847215279807,-0.824694363343214,1.20188366137779,2.50246250618162,2.81275396191424,1.66289492423944,0.982177194467738,1.40533247905581,0.893037237274628,-0.397781063350256,0.182243309589815,-2.46162721563096,-0.259967781794979,0.665368518996342,0.372464332941294,0.873765486150864,-0.696834490267211,0.398286593675532,1.05617764196163,0.401657869331736,-0.839915458034394,-0.134115255165532,-0.683194424339768,-0.50241395593798,-2.14156762343958,0.242454402876172,0.614679138263677,1.79242537092025,1.82052311662781,1.60350671433681,1.31415680375627,1.02544008286356,-2.38298833924458,0.797007425008402,-1.66953001919064,-1.78421096062107,-1.12853205110898,-0.0445037983426872,-0.341530643300118,-1.80748927619226,-1.40347412306373,2.51167854820021,-1.19247321960072,0.284788495710626,-2.96685444257789
"ACH000788",0.109428462689685,-0.367046689222172,-0.55790184769468,-0.681619167561167,0.253845975597364,-0.266629351160281,0.196685683762737,1.43938964353869,1.03337344022243,0.179759056715151,-0.270052141523249,-0.580976278009743,0.380318939712171,-0.301026447242423,0.666019264716479,0.0169732688407173,-0.647102725306013,-0.856460907158551,-1.73840163279485,0.555926265594923,1.96605559975614,-0.862659133813056,0.747651972596497,-0.974489428402113,0.611570039704793,-1.34998980606529,-2.00080962033083,-1.78138930920319,0.570088050473639,-0.191298057415526,-0.512250885167062,-0.362778304683392,-0.492896046601811,-0.636428464091721,1.00287423604739,-0.203995865671616,-0.616888439371467,-0.844979382334958,-0.822249350032024,0.0525097809597272,-0.0943077432700201,-0.656715214497423,-0.227714741820782,-0.462734167387223,1.58580080015417,0.137790903709517
"ACH000799",0.0832442552859219,0.727640699942792,-0.557037048593659,-0.301708997992728,-0.1999237911636,-2.06795336856196,-0.588118509235969,-0.469515427608361,1.36977368142287,-0.625685422349188,0.139533743702997,0.00153814258016759,0.00973367434550092,0.737947916749479,2.64752312010689,1.27609797586427,1.46665293882668,-0.0427858478524561,1.02894537726606,-0.232046278494596,-0.366627476060405,0.928504211197219,1.81775135792498,-0.346661226722662,0.707396050614364,0.883266405089333,-1.25308541444559,-1.14532114971565,0.674071989895479,-0.9155921026263,-0.0600264970102085,-0.351452685502838,0.939442873456009,-1.68366718224931,0.796913309124174,1.19607130670241,-0.0407705842909781,-0.634610370277546,-0.923877676540966,-0.628889563265145,-0.363424837330373,-1.56821062111267,-1.18729373908067,0.144289697153241,0.412469464636307,0.244870136360133
"ACH000805",-0.200252743789799,-0.121169738890382,-0.151185806154453,-0.402837754298352,-0.468113318763279,0.170051621657381,1.49961105673413,-0.565888455038706,-1.08712790852933,-0.0785612730320816,0.12222867646716,-0.608160503949008,0.217168572086167,-0.278470405292992,-0.126252681481376,-0.284626523050546,-0.136642134230831,0.372823157251391,-1.67038701919368,-0.210479304196956,-1.09473475704459,-0.432606127715645,1.25151945861619,-0.947911664765619,-1.66977567060545,0.270327419270944,0.63523851374489,0.107972093407135,-1.74180841976883,-1.56449220661247,-0.837059428845078,0.407223200666675,0.173061967319216,0.36035629890266,1.04113659298757,-0.399578395562773,0.914006018136076,-1.53635330849137,-0.477115282970941,0.494719348708425,0.816900547197738,1.03552203354589,-0.315004140020543,1.06381183549885,-0.500308656841191,0.309511407440174
"ACH000812",-0.250517765506838,0.0189628034887826,-0.151951892719649,-0.407823492466952,-1.73745748495874,2.07570580219156,-1.53371190301386,-0.980479838305961,-1.29738581103554,2.16314182688257,-0.776942043987956,-0.475847879424449,0.0403317360272632,-0.662719538798065,-1.26149423960144,-0.315296306217271,-0.700044594617672,0.371667996212013,-0.697865835592668,0.40340908094495,-0.370207854960515,0.654960882659283,-1.50660636051089,1.13383772272426,-0.125961022175963,-0.41726425724082,-0.940771131857795,-0.517803615615224,0.134429821844861,-0.658330773740749,0.506427329930893,-1.49316148241914,0.114445404588489,0.60681611416993,-0.274475879575675,0.221749098237489,-0.788491055770464,0.154425531280686,-0.658709536099289,0.684967489710469,1.09381725358328,-0.549467909379888,1.11631351364599,-0.198099493576318,-0.157837868437367,0.262759340666612
"ACH000814",-0.0920597366979448,-0.38512114388405,-0.225982799748616,0.421599654628091,0.29116525806621,-0.274778606904568,-1.51917990508083,0.6678941881012,0.624508834915234,-0.228504111261186,1.13328361648368,1.57980022333412,0.386486484698197,-0.121679516922146,-0.920211825249725,0.247090350612145,0.517551924437309,0.0507038100422672,-1.01403564998518,-0.464273134908746,-1.19465723149461,-0.316385899988207,-0.120852518725086,-0.455820836124401,-2.27612344347509,0.82752027510172,0.814979866419971,0.717715447953564,1.07522761349444,-0.423423428631292,0.691042224135307,0.112116391241003,-0.0364605322163568,0.00382953687499318,0.688305999621481,1.04907951270165,0.370555921994225,-0.537302711147279,-0.108294846576264,-0.628889563265145,-0.871737508414593,0.067166318111907,0.386198878523651,1.42248999974656,1.03748658220311,0.326612295401776
"ACH000822",0.179230924611107,-0.160284749904832,-0.428334614782092,1.0018682143291,-1.06347036369699,-0.015601072508871,-0.276008354417138,1.31334353335071,1.25886177013821,-0.11112073099278,1.93639147327874,-0.259937380690749,1.3669062668249,-0.662719538798065,0.797447455746312,-0.368032980441941,0.122325100218601,0.510206283346894,0.823001753275318,-0.219608085751037,-1.0823343893587,0.0488850124876746,-0.431689582790069,-0.599882385745235,1.11127858984125,-0.364408943455313,1.23495443269234,0.986915053109933,1.51492128228537,0.38998962655638,1.08809408660706,0.915128797995413,0.883074221057238,-1.1604739613334,0.283574792597461,1.20753821148237,-1.08089452982667,0.262777175201964,-1.00817841426635,0.112957309762687,-1.00850103989073,1.36398643787469,-1.1592375441711,-0.0869449734909101,-0.460149530334477,0.636230325800886
"ACH000882",-0.154015459809585,-0.01469767393719,0.570136493076146,-0.588896128569483,-0.414037187467212,-1.07419619297946,0.57432948969619,0.435307804595478,-0.206838369635775,0.603513743657796,-1.12215089948148,0.149309980551041,1.25466863119641,-0.222775271156722,-0.608326748152523,-0.922397030591414,-2.0251506036446,-0.198590919948817,-0.520178567764046,-0.40937033450118,0.164661605202163,-0.919762856969601,-0.0961525809962829,1.36785039794213,-1.03732097323109,0.270329664097114,-1.59511281996896,-1.58167528841332,-1.20534225408307,2.1727556894475,-0.354176829581526,-1.79050946412262,0.231788066735612,0.7168836491462,0.224557140814002,0.67560057653826,0.187558286220097,-0.673067287521034,1.42310969332342,1.3429452802821,2.337323235242,-0.644887843675773,-1.84044933634986,0.3264335625719,1.20198766282008,0.415653138008615
"ACH001239",0.0833170089999715,-0.202144244517526,-0.717824766838869,-0.623178895960914,0.788937971619747,0.788364499422495,-0.92970466428615,-0.598607098377826,0.419159007372693,1.02957037182319,-0.423696947625205,-0.382667238270602,-0.114584962242307,-0.662719538798065,1.36171086603145,0.580802627666251,-1.03577338185168,-0.346640206060346,-0.30811151536568,1.2823170529507,-0.81521608348808,1.08265984454931,-2.2739851386791,-0.518710087210332,0.547319512909025,0.238082901349649,-0.961367796820631,-0.811574601248358,-0.107908857954199,-0.437294893173558,-0.779393611260732,-0.862359768166286,-0.402352743102632,0.728404846232194,0.583486086987927,-0.125351549510941,-1.48668651454484,0.42289007439151,-1.178613063937,-0.628889563265145,0.545396637310443,-0.173166024499319,-0.171451701478241,1.06193004524481,1.00905828812827,0.325236458654975
