"","sample","GPCR signaling (GO_0007186)","serotonin GPCR signaling (GO_0098664)","GPCR signaling, coupled to cyclic nucleotide second messenger (GO_0007187)","neuropeptide signaling (GO_0007218)","adenosine GPCR signaling (GO_0001973)","AC-inhibiting GPCR signaling (GO_0007193)","PLC-activating GPCR signaling (GO_0007200)","AC-activating GPCR signaling (GO_0007189)","amylin GPCR signaling (GO_0097647)","AC-modulating GPCR signaling (GO_0007188)","AC-inhibiting serotonin GPCR signaling (GO_0007198)","angiotensin-activated signaling (GO_0038166)","regulation of GPCR signaling (GO_0008277)","AC-activating dopamine GPCR signaling (GO_0007191)","somatostatin signaling (GO_0038170)","sphingosine-1-phosphate GPCR signaling (GO_0003376)","thrombin-activated GPCR signaling (GO_0070493)","neg. reg. of GPCR signaling (GO_0045744)","leukotriene signaling (GO_0061737)","PKC-activating GPCR signaling (GO_0007205)","pos. reg. of GPCR signaling (GO_0045745)","tachykinin GPCR signaling (GO_0007217)","AC-inhibiting acetylcholine GPCR signaling (GO_0007197)","adrenergic GPCR signaling (GO_0071875)","AC-activating adrenergic GPCR signaling (GO_0071880)","NA (GO_0051482)","regulation of rhodopsin mediated signaling (GO_0022400)","acetylcholine GPCR signaling (GO_0007213)","AC-inhibiting glutamate GPCR signaling (GO_0007196)","glutamate GPCR signaling (GO_0007216)","PLC-activating dopamine GPCR signaling (GO_0060158)","endothelin GPCR signaling (GO_0086100)","AC-inhibiting dopamine GPCR signaling (GO_0007195)","neg. reg. of AC-activating GPCR signaling (GO_0106072)","opioid GPCR signaling (GO_0038003)","pos. reg. of mitotic nuclear division (GO_0045840)","pos. reg. of mitotic cell cycle spindle assembly checkpoint (GO_0090267)","pos. reg. of spindle assembly (GO_1905832)","pos. reg. of mitotic metaphase/anaphase transition (GO_0045842)","pos. reg. of maintenance of mitotic sister chromatid cohesion (GO_0034184)","pos. reg. of G1/S transition of mitotic cell cycle (GO_1900087)","pos. reg. of cytokinesis (GO_0032467)","pos. reg. of G0 to G1 transition (GO_0070318)","pos. reg. of G2/M transition of mitotic cell cycle (GO_0010971)","pos. reg. of meiotic nuclear division (GO_0045836)","pos. reg. of nuclear cell cycle DNA replication (GO_0010571)","pos. reg. of cell cycle G1/S phase transition (GO_1902808)","mitotic G2/M transition checkpoint (GO_0044818)","neg. reg. of meiotic nuclear division (GO_0045835)","neg. reg. of centrosome duplication (GO_0010826)","mitotic spindle assembly checkpoint signaling (GO_0007094)","neg. reg. of mitotic nuclear division (GO_0045839)","mitotic intra-S DNA damage checkpoint signaling (GO_0031573)","neg. reg. of G0 to G1 transition (GO_0070317)","DNA damage checkpoint signaling (GO_0000077)","neg. reg. of G1/S transition of mitotic cell cycle (GO_2000134)","regulation of DNA damage checkpoint (GO_2000001)","mitotic G2 DNA damage checkpoint signaling (GO_0007095)","neg. reg. of G2/M transition of mitotic cell cycle (GO_0010972)","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO_0006977)","mitotic DNA replication checkpoint signaling (GO_0033314)","DNA replication checkpoint signaling (GO_0000076)","neg. reg. of cytokinesis (GO_0032466)","neg. reg. of cell cycle G1/S phase transition (GO_1902807)","mitotic G1 DNA damage checkpoint signaling (GO_0031571)","mitotic cell cycle checkpoint signaling (GO_0007093)","neg. reg. of centriole replication (GO_0046600)","regulation of mitotic cell cycle spindle assembly checkpoint (GO_0090266)"
"ACH000441","ACH000441",-0.179843918735378,0.123685196402495,-0.245803443373597,-0.0545919225520988,-0.276851294324666,-0.135106671205517,-0.132376262038065,-0.24281117301159,-0.083822327835307,-0.0902791763435181,-0.346482591338849,0.149913811090313,0.00590249697172837,-0.00425267618416199,-0.613685098153679,-0.294857362148395,0.458262939597743,0.400519518712377,0.83513160341275,0.275104044267469,0.0792735709103318,0.74939291452802,-0.337989414694783,-0.0224815856969423,-0.378539098664572,-0.313967891522002,-0.327640439086341,-0.06314258084198,-0.515652849232422,-0.25789626743906,-0.0571134446157532,-0.254872755534941,-0.079039866335553,-0.248825581404053,0.0129485944504395,-0.320801128556693,-0.640652967383598,-0.624881460203965,0.144453750313696,0.328547704066247,-0.0429435409593407,-0.265628019549081,0.258215571759123,-0.214058605683829,-0.242453222726305,0.0510953362192703,-0.119286994502719,0.301310066949556,-0.252304885002012,0.096967012044752,-0.712432142992,-0.107542950286052,-0.341567573821858,2.36222679994409,-0.086892985716988,-0.222655742217948,-0.21606876685366,-0.0663103986757454,-0.0581063897061397,-0.308202057855957,-0.30423178490179,-0.181593087708942,-0.607584597301068,0.307399111198458,0.0464884681925223,-0.521124538014923,0.110361121723811,0.535157413366833
"ACH000465","ACH000465",-0.0158161666071654,-0.442271806415527,-0.251940219541513,0.111325196021255,-0.578883345997443,0.189226889289399,-0.275549577583448,-0.000441252143385018,0.215561754360251,-0.346468517571102,0.722083192375917,1.14211308759782,0.26511276574676,0.267936056465374,-0.227210329200398,-0.138356978994386,0.833944887307602,0.0837733058726249,0.611198377182528,0.119362343437421,-0.00546240372656509,-0.0331228356906033,-0.169947539526753,-0.0829362430078899,-0.545490164357954,-0.267891631822241,0.0879040555959663,0.164714620953367,-0.602881895025299,-0.0713916371124504,0.216483939285464,-0.421182964557298,-1.33388438062015,-0.531453022817216,-0.631477165088166,0.202070437411354,-0.550775859940596,0.116165395404884,0.402476083374106,0.68365052954653,-0.262668587562597,-0.0102030813394412,0.631969115210836,0.299061614907202,0.112258847845066,-0.232937204869654,-0.0641671853895712,0.127020863620865,0.249464086983042,-0.410382237053086,0.290318653654606,0.794333470567666,0.522986198213163,1.11792768265945,0.555091838161587,0.075314319434382,-0.320850609381062,0.404673257557024,0.682905913018335,0.081575719166256,0.30211261836268,0.933398075719422,0.849916407597193,0.588075635454802,0.278511095748617,0.162446690040335,0.437243806837695,0.239860619335567
"ACH000477","ACH000477",0.129424150526496,-0.229186727347551,-0.121680493117477,0.110689097925154,-0.264134721839915,-0.0537264762177565,-0.130002097542006,0.00610777848026666,0.797270877831839,-0.129344495405551,-0.211505469509835,-0.152801210243447,0.0414148726655821,0.214377410787192,-0.0179092023495517,-0.148778252703312,-0.474307331845082,-0.162167382947447,-0.0991597339016475,-0.211272286355834,0.132228442762123,-0.316305273707745,-0.242425581314875,-0.146564973396715,-0.272722307828883,-0.0452698655875124,-0.138225300284465,-0.0452429230851344,0.358058456368724,0.0346850584967749,-0.0843402401211752,0.269584610885881,-0.206138580472908,0.231653989796792,0.0503578227084473,-0.2036016220329,-0.122626883851039,-0.126573281728228,-0.0175514125631083,-0.711006239471015,-0.227103824268107,-0.0438000804047937,0.523979186589688,-0.0178504612578963,0.413213295819691,-0.130083004063438,-0.201627603727413,-0.166113873785175,0.138867033902077,-0.893362298175877,-0.359011611522274,-0.642786914763248,-0.0285104715153399,-0.283046781742843,-0.249194188568863,-0.156068146665983,-0.0125873283857872,-0.235670097437021,-0.474573964561945,-0.0761213482072283,-0.291395944844267,-0.135439640399766,0.0545192325688357,0.283436287524134,0.261958771131773,-0.287954940246377,-0.0331124456908542,-1.20024205674549
"ACH000550","ACH000550",0.107432336558937,0.27645802840714,0.308459193541414,0.132368501561346,0.956591616543811,0.34645909890725,0.381405589233103,0.123539646689908,-0.607077528516511,0.640893414083871,0.563283480840966,-0.00280154104163665,0.0606231593544287,-0.296509424857863,3.6933056515511,0.0164621916316912,-0.0373621939563394,0.075923834907579,0.2836437742085,-0.0121153626153478,-0.203639373117022,0.48519987420227,-0.0294323253356238,0.273616022211127,0.465062055570191,0.200974200010505,0.110606523226629,0.202850138491786,-0.252956552805876,0.0125502947555006,0.746029982146682,0.477736724551016,0.925561537977518,-0.213996841923198,-0.156609382623498,0.0853467964027465,-0.285218898267785,0.391520334003757,-0.346057254024524,0.679717209214938,-0.408461180602392,0.300002032060935,-0.097421145286611,0.274915280726965,0.545396123378198,0.307461408127541,0.693025135861292,0.190411677283381,-0.439811235486517,0.534266629273415,0.458638164957814,0.306583801557019,0.0787210808593155,0.220691586744117,-0.0597846831546198,0.297696016525974,0.171436232126237,0.2186076932774,-0.0395765477918367,-0.175981466784281,0.191134013234753,0.0211714714300442,0.0548853041092812,-0.193483111728471,-0.504866903948287,0.290243579549069,-0.021402780659132,0.854865713836631
"ACH000572","ACH000572",-0.157438744803302,-0.529461856276254,-0.513481554633486,-0.181277334580891,-0.310009493907765,-0.174273854523894,-0.580019649456196,-0.203366710885421,0.360127170798793,-0.192936486759233,-0.460940005573703,0.0761096316830789,-0.294393743231872,0.111339759951799,-0.365299520799682,0.122756661233867,-0.906233182647024,-0.308282739991508,-1.00602756043951,-0.248376685480703,-0.386935116850458,-0.608686802221214,-0.415160393126479,0.0534597909281244,-0.599157774489229,-0.312699148396777,-0.468158710398786,-0.0427808964841439,-0.438775872769866,-0.156629371107008,-0.438731646491183,-0.389122738933848,-1.0088763648741,-0.0769295545246151,-0.0952365786904719,-0.0508757195351682,0.580881289975284,0.797570094840187,0.491782604208685,-0.150547508912166,-0.144677384559701,0.327861722062545,-0.601297546057679,0.212024183447282,-0.514271770295827,1.24562093066371,-0.0586505475146404,0.22683338760214,0.00375564754315776,-0.374373607203564,0.537455198754617,-0.0745762195815291,0.279492521504361,-0.122905711940625,0.305922023566684,-0.232664971357098,0.446385025513597,0.12830948700936,0.141372350814364,0.0147120561867056,0.960017126643066,0.143513782465573,-0.199867348218529,0.233574158615348,0.0470224378423464,0.488064716342143,1.01906209169556,-0.130381663381869
"ACH000579","ACH000579",-0.176875630228518,-0.288123356222677,-0.338715050911007,-0.314152433041505,-0.779154609512418,-0.519210321665669,-0.328624005312816,-0.358698323292991,-0.323063913707096,-0.278218243448184,-0.209516088600379,0.220334884208443,0.0580995781343091,0.103861357195817,-0.0754487396880725,-0.256935157913915,0.165670400734473,0.286108642707074,0.093612913375296,-0.0847229973573779,0.0319308432987085,-0.385783609418244,-0.57034977288055,-0.0658194736515026,-0.298964182739404,-0.0659072666361405,0.0176446372495063,-0.30590880977766,-0.665487764553675,-0.426955084962518,0.357825864757175,-0.20118862977238,-0.0939856067007499,-0.915298441424466,-0.386820248322209,-0.147133491182323,-0.0408127348751249,0.015973342314146,0.658871311278617,-0.42660504181944,-0.0393249747946358,-0.0222806513700155,-0.346871314579361,0.109560785781552,0.787704497839059,0.379573095698607,0.451052962367798,0.424375191507734,-0.307519800884647,0.633036547062657,0.338355994973337,0.27247581302741,0.440795786697788,-0.188583912269108,0.300296363869401,-0.314083557434725,0.805666614965675,0.181723802427169,-0.00983154673578473,0.166278386317785,0.190332164460736,0.489831477646161,0.195383795191121,0.233916860770324,0.363407698342293,0.73006632354653,0.0691587359069591,0.166931747049792
"ACH000580","ACH000580",-0.144271975434521,-0.295851330560628,-0.289421265115108,-0.362731981647442,0.149777303172678,0.0265217450477869,0.0172881256735107,-0.0689997276809709,-0.270007517436484,-0.0392800689361764,-0.347290867222569,-0.598041445997458,-0.0597019298604917,-0.214225844280948,-0.667194322081862,-0.18323953178642,-0.164520583901734,0.263878626823796,-0.378079827399901,-0.0232479129380628,-0.444572930799597,1.03054987698743,-0.108494277994248,-0.0694149429091364,0.199670302091273,-0.480305593294513,-0.217838966786715,0.195469774159423,0.0477062964258107,-0.128593640755078,-0.152700157243438,-0.0785397416471899,-0.232488936868302,0.0627260994997203,-0.468095490131403,0.138337887919358,0.763751970486688,0.28919149246306,-0.0516884270009108,0.665393292914383,0.0624981767240132,0.0832688695026135,0.599828044845366,0.144372223786393,-0.462301257768854,0.170300322354678,0.0062834758778986,-0.765112646599692,0.493295732771572,0.208256285707943,-0.175721424887955,-0.409606128118311,-0.280219315172764,-0.090868634989514,-0.00720251788211203,0.635610089232759,0.0870548173690815,-0.0165591119120761,-0.00664245953450029,0.386914204678465,0.236511618792263,0.390176896339275,0.0193079177011921,-0.624950730189731,0.00278991913679641,-0.677158794940933,0.319518986062153,-0.0616358237075043
"ACH000614","ACH000614",-0.0846041812753194,0.19318640832274,-0.0602401630209372,-0.324699360452055,0.146943100272545,-0.025260655298546,-0.275738969934913,0.0606505049787265,-0.264157323500574,-0.116167117527742,-0.159712077529586,-0.296249128535081,-0.120626717333161,0.54290632215501,-0.281738865359194,-0.223486647830904,-0.276920320329409,-0.053411611600359,-0.759935991571448,0.260114603038279,-0.107601065770493,0.0731436357952628,-0.0400010914120863,0.277860812510286,0.305733164947128,-0.159880734803251,-1.14510912923285,0.198728502579505,0.481782196672212,0.569863032837583,-0.470300399265744,-0.0925880671916029,0.443231356731265,0.217925818394006,-0.625775361613442,-0.39478648841448,-0.479057776795426,-0.167738884521621,-0.171349608233088,0.11148557177522,-0.354470887002808,-0.120892305119377,-0.593866934092972,-0.175363493011641,-0.497795270743107,-0.0920410599975318,-0.689938831160276,0.0921666981348603,-0.591080582582287,-0.128033551246682,-0.516118706385565,-0.545270813259014,0.445589659553665,-0.224989714117158,-0.1898230247652,0.158123606678322,-0.215148234774366,-0.0842131956966037,0.14943518067996,0.0472010552117303,-1.03342713203943,-0.00374450307631017,-0.687191656137725,0.0162032058923298,-0.106196062107319,-0.578900374320553,0.103504095037036,0.147623991591397
"ACH000615","ACH000615",-0.0163380376969721,0.0214162539588575,0.0747880555778479,0.0225569515943566,-0.0915163163509587,0.0626669506162026,0.0479593666989015,-0.0593367389772655,-0.306083291584033,0.116013209729816,0.14428699428358,0.346348878724436,0.121842578594654,0.288667731826018,-0.18585251593641,0.185712468490236,-0.485213792823276,-0.220792020268767,-0.179045013522467,-0.192859500661525,-0.224571907814869,0.0389234200869022,-0.367200242045335,0.332984897112864,-0.0839521927921884,0.0860757265228318,0.168343688966483,0.273890638436674,-0.338380071707422,-0.215713124666967,0.0179715209322716,0.458758086529603,0.267219445868999,0.123274667786839,0.421509741138181,0.0538846283276719,-0.545843557756771,0.0297429229705254,-0.119436412338177,-0.0810537574523214,-0.226565721573767,0.150127798246925,-0.395624660616086,0.135312001193923,-0.129971384116061,-0.189567661328221,-0.222937965393238,0.202819401878717,-0.0123047635574977,0.0316603972287,0.249341594762628,-0.0826347831731419,-0.0431570458847896,-0.189285951647156,-0.175897460780619,-0.0920185251027326,-0.142223372689045,0.0844048915973621,0.195171287648494,-0.472054325622337,0.185144108173815,-0.316014101473891,-0.245397668752416,-0.0853234615883162,0.308849698226893,-0.0329855344253911,-0.125560410612259,0.111811070782753
"ACH000640","ACH000640",0.215578710467922,0.375356159658888,0.210626359122008,0.267119762030629,0.562578447372321,0.386557658047718,0.72037705440221,0.20353770331782,-0.199478867818263,0.334314101354231,-0.215164232585155,0.458172550778261,0.253571037921777,-0.10418211231325,-0.0956033115028202,0.259335310330658,0.594462918359197,0.434569008987597,0.0597388986558823,0.517096831181227,0.321043960102643,0.392367926941834,0.409327016044876,0.240874353202721,0.575258793869203,0.395115018275555,0.361305479802208,0.388190247065734,0.524769882698623,0.348731048728682,-0.360310866503723,0.770046317432276,-0.0208593912210183,0.12190997070561,-0.152198903661093,0.140835425266506,-0.7414659936614,-0.196753437488101,-0.402600879467086,-0.0392951019589268,-0.152909366810957,-0.232599609801515,0.698677997121732,-0.226193816820415,0.390548965359094,-0.369759624103841,0.20644068493351,-0.560920414119185,0.3104872018088,0.14945264833052,-0.361832776021197,-0.111239209890968,-0.188203118566309,0.126769970098605,-0.274924033198721,0.303192071503398,-0.638273040989838,-0.0110744471116972,0.176481224837608,0.0476563010844595,-0.398477251196268,-0.563857940382854,0.00923936848913503,-0.808317376415411,0.0841378894674874,-0.707676626459719,-0.813860346541154,-0.0228395300820662
"ACH000644","ACH000644",-0.00577338224796104,-0.162961222840507,-0.286884914274842,-0.0619838438586807,-0.190273229957583,-0.113352452820108,-0.181302113411049,0.11365388256809,-0.0408083339611609,-0.133476243289661,-0.279743977359471,-0.492494272029289,-0.0282936135807956,0.00171657220782849,-0.600553119162175,0.120793738558805,-0.103525463784637,-0.122202772978044,-0.646392063186862,0.157267753864048,0.0407332501775958,0.564872791207895,-0.437760191386102,-0.5617574954786,-0.40726185389944,-0.138640320924333,-0.14273633752688,0.0398086796399641,-0.109319237371629,-0.122992639698442,-0.175043265799504,-0.299542519718622,-0.131325215016411,-0.496504240751498,-0.431579711603673,-0.429525778400026,-1.00125832021267,-0.567911577932489,-0.960640139593348,-1.18179532321734,0.230835431559888,-1.03594302346223,-0.767784601606682,-0.90183110338245,-0.0724432838759013,-0.820008839129505,-0.700797121761519,-0.133994012608108,-0.330477405998407,-1.00353639704776,-1.45676379995725,-0.900836140808728,-0.927984457088521,0.191602637836758,-0.564943450344316,-0.360500122916438,-1.45576021607397,-0.490671038552198,0.0112950070980384,0.174594537194149,-1.05786458046361,-1.62181804582628,-1.25817966225279,0.104523221063902,-0.0273328437602886,-1.37865741972871,-0.492619125363996,-0.558250548926032
"ACH000650","ACH000650",-0.277063660049343,-0.107159000751356,-0.276178962170677,-0.381190807683787,-0.169054155482872,-0.370082101529612,-0.530585256401671,-0.309691677554491,-0.275133467192016,0.148822369178154,-0.344671960708678,0.185541913176766,-0.25141879631635,0.00240731539835657,-0.523345599144343,-0.30498704298145,-0.39059378250601,0.031644468907575,0.336471211977166,-0.61424278677474,0.289601678600714,-0.353172880384839,-0.1709361504027,0.645780189974268,-0.311025679747039,-0.455150849155084,0.0747754430348795,-0.173905438957979,-0.371442271542555,-0.0828220488860126,0.0951836252169016,-0.136886122900673,-0.153336199892222,-0.102749761372066,0.433336767903147,-0.142706903941135,0.207875881441108,-0.124052261617622,0.182938220490131,-0.484011778408535,-0.142641098776716,0.0929792665126219,-0.190700588536078,0.517937653771404,-0.223048626462155,0.125428953828601,0.45080112643791,-0.168895927773255,0.691346488708133,0.335243764281772,0.498627305674154,0.382048633436056,0.465663716548539,-0.116532522299836,0.404614104677242,0.0573701874334532,1.10156140916732,0.27448683132089,0.0503703530478002,-0.865537037339739,1.24091655957887,0.706758355324278,0.473292317567767,0.260454891264484,-0.0622547566215075,0.557950095207964,0.454600709942145,0.172509872948026
"ACH000730","ACH000730",-0.134766071814518,-0.0907548076955617,-0.20418898337932,0.0350591812965349,0.0100282710704703,-0.175924095403643,-0.215697567944316,-0.0734852909175428,-0.30330772491864,-0.0150613606448879,-0.156965177881292,0.208163307865872,-0.188991595786797,0.0918223147477023,-0.135366543738916,0.214357934225683,-0.267192642910961,-0.325008675177465,0.175401089864755,-0.165913911107245,-0.107971040034568,-0.464162931173862,-0.0343351718427851,0.311463852216555,0.0583795854629175,-0.359083474216224,-0.485947546653943,-0.254163155452738,-0.420041807659029,-0.309297441258621,-0.359661858362151,-0.274018205467551,-0.263527447932486,-0.226880550840743,-0.268072512236284,-0.173828084204546,0.452401515427394,0.80301079485292,0.620177929138779,0.436541515731869,0.229339151619055,0.119897298305201,-0.428330189030649,0.478957903258667,-0.587130911076561,0.267097207449741,-0.0921349801386914,0.302951754901977,-0.36359841235211,0.833844527958909,0.343663230274694,0.111943377827837,-0.0483876608063019,0.11113073291455,0.0356588658000424,-0.116629990798953,0.62600887119469,-0.155845643993094,-0.404335532867155,0.0942260858826955,0.729232301901052,0.446169879121314,0.0710336788892544,-0.0302251805831139,0.00226483485508647,0.178793413848448,1.13468250071236,0.671416468331746
"ACH000750","ACH000750",-0.163571318005133,-0.097408235916355,-0.0323199127758291,-0.564278810699676,-0.311991213005068,-0.0484537902611627,-0.48441084823728,-0.0853377952658081,-0.50405127586605,-0.222819399036098,0.82968271549967,0.539153052763321,-0.0427135730850493,-0.451945504117343,-0.991896363498371,0.140450844008377,-0.0368227031096541,0.155659146700847,-0.968641568684623,0.0607821911321267,-0.221386230697101,-0.695627650231763,-0.534898131122523,-0.000251430255081558,-0.721720522254211,0.735361333563862,-0.0428059644235626,0.159297794516098,-0.712119148136594,-0.432500897034647,0.0484375302315031,-0.00232437112267384,-0.0782636700338274,-0.837142375259224,-0.370916338140256,0.430810910937569,0.436129697868456,0.540870634572171,0.585884177651517,0.389870716127571,0.29361972602719,0.575386341845054,0.628325338923148,0.199832141990725,0.576206250527421,0.412606058742311,-0.187151874295843,0.369864442458592,-0.388186951099089,-0.0940591444874383,0.447697000875345,0.239439012572634,0.179158920998361,0.170904115816476,0.348569148621766,-0.30242095336584,0.387713754233801,0.373833224478624,0.654701100829924,0.108437493134181,-0.175784664619648,0.0946864659338839,0.0389702345557659,-0.865877186168839,0.153326931993067,0.741579181618333,0.0365202932126506,0.338945109368842
"ACH000788","ACH000788",-0.145981324672651,-0.32247137263723,-0.230021485750695,-0.0737256327033834,0.234016247237287,-0.0486410259215442,-0.239346005992356,-0.0428836899764505,0.0215615194406168,-0.436503044925209,-0.0751776765237388,-0.509895564274085,-0.192429253240101,-0.498419181596837,0.74662618525836,0.278689938568694,0.0233492900013521,-0.277135523246563,-0.141802374411262,-0.0135786553927165,-0.0482833787587528,-0.0822463237155367,-0.320299771992204,-0.05610345410105,-0.514121302229997,-0.0758272382912256,-0.762291576113061,-0.190261691229614,-0.446985121489336,-0.528057061199556,-0.37156031492598,-0.167637040722494,-0.298593342886746,-0.623797700876132,-0.105344577208013,0.0946519817552816,0.86593296305898,0.0491391785756257,0.0813426399316885,0.84647173415471,0.0666629397743148,0.0883230898496138,0.740997193620831,0.27221355745665,-0.942447314422821,0.541367219345722,-0.0331015528007913,0.104920011009232,0.22929501898069,0.17413343087909,0.58181255020914,0.213126508736777,0.280385974980901,-0.196512750128638,0.25053123565981,-0.417207978288663,0.485503838572906,0.0184897007258131,0.0649886157903314,-0.385838669172515,0.172193393662539,0.462430945736627,-0.254882732338424,-0.199705924068872,0.407083745712916,0.276815569246598,0.44813707550508,-0.0436921561892075
"ACH000799","ACH000799",0.217011748956379,0.298500452708439,0.361055180215675,0.511783179660294,0.0919874994455234,0.31305120201575,0.082467269268491,0.385145557973733,-0.0232794096527602,0.519344796341906,1.14458204230249,-0.46105898576664,0.0998470125791727,0.927486394736075,0.134872622190779,0.0458987336055222,0.438707746271091,0.383998842088626,0.398888180164945,0.22534901753263,0.726056137145178,0.250578575332047,0.609117310477549,0.954522623777019,0.920722064071572,0.296339840184966,-0.494990496785696,0.179285122399269,1.43035577096415,0.757763372663657,0.014843343538217,0.500458980946294,1.68193121457567,1.01280413448775,0.552833239160023,0.531837743735138,-0.164958078957953,-0.00740623104916339,-0.341258335970563,0.217267847508519,-0.298168826721011,0.0286427848085808,0.0313626013327203,0.728143734214864,1.09876889601014,-0.0547606840840932,0.0626432751232656,-0.0873589709869132,-0.303323589448218,0.593109396839156,0.0699224422710933,0.680546775604072,0.0878803435041358,0.17249110711624,-0.275599621527227,0.235836447065216,-0.176674955426537,0.0515333491340907,-0.299345288985143,0.251364761138212,-0.198905066479872,0.249694075712962,0.257251600386842,0.464343729593487,-0.0877379486990285,-0.127249042861315,-0.933377841836136,0.160425384967678
"ACH000805","ACH000805",-0.0610155501933303,-0.106077597812497,-0.123582518766281,-0.0221474058316341,-0.457601057460908,-0.158387645741266,-0.191893535584961,-0.167049017714893,-0.42780208642967,-0.39024803633611,-0.153374452109152,0.156284103722191,0.43998540545027,-0.344254964702242,0.405516761900404,-0.383094557637103,0.0265083914644688,0.183664250440111,-0.795479033886547,-0.268126882459967,-0.18954422983924,-0.0753252247704478,-0.262436067864926,-1.14926916639763,-0.636043156693149,-0.00817129666393492,0.0268499029118555,-0.0836869684715543,-0.224145588455664,-0.217726743746614,-0.50935817926034,0.279019906494561,-0.793366225067502,-0.179844084698196,0.183605427946023,-0.191891976839336,0.137139414260142,0.00212032836867421,0.243609793742718,0.0660266246417236,0.248530906106516,-0.225618930474481,-0.196715909370563,-0.0250162256219936,-0.69282879658142,-0.0902001772123285,0.0226866955811746,-0.229518472898824,0.286789625283297,-0.122695907231942,0.0411869448585099,-0.11925364369732,-0.121899830950706,0.281227593547309,-0.264383239381897,-0.173118084118346,0.0283869900931115,-0.150967242551495,-0.290761650746842,0.0779001570668179,-0.33912812135044,0.671435722681432,-0.257276056912506,0.175641244277745,0.212516119727265,-0.342113365361834,-0.464382987533482,-0.241434280475803
"ACH000812","ACH000812",-0.01276031026766,0.536926182061362,0.0291025229447272,-0.0739378402037744,0.424844130469964,-0.032551380015972,-3.67548412002953e-05,-0.163448935005026,-0.453651940956971,0.152663987414057,-0.624829347836655,0.372394249320903,-0.0395929903226462,0.459101889124284,0.253776106532502,-0.440783902976541,-0.0577589601891349,-0.244490438778208,-0.251139551786032,0.130444874779493,-0.0565169715737528,0.144216160324765,0.185549245228728,0.091489551669463,0.137047617485977,-0.00924109519155187,-0.61245184624461,0.402996092958895,-0.0678613638534783,0.25412314684242,0.257613024956954,-0.0830529654351941,0.459623747408845,-0.651271743761712,-0.840638596509945,-0.10383532613757,0.0950001418182897,-0.625034845311635,-0.411160253948335,-0.323973018680707,0.153790871128802,0.127750606206865,-0.818104323073253,0.0334761836820036,0.0882830390946825,0.338420809937328,-0.158410925547016,-0.141891873519002,-0.0938599304166322,-0.917406684973829,-0.493581850393986,0.740461433719504,-0.263259113954379,0.125573416561409,0.122429926662348,0.338791460795839,-0.0913194678458607,-0.0112238290612136,0.901666766134835,0.307951130024906,-0.595063921026864,-0.280891647594667,-0.0991867655256837,0.163688109270503,-0.525450327537299,0.240632243109648,-0.023752031440018,-0.396466284937716
"ACH000814","ACH000814",0.00687953681354288,0.224092556524529,0.320008982812525,-0.0351007643661034,0.0583087298268629,0.0401130070380346,0.190303862533289,0.0127259152635798,-0.414454410429374,-0.0140591961593078,0.079957647811828,-0.317148532359962,-0.104467949439172,-0.0303614883738022,0.3958084176172,0.167659911634968,-0.225538169366898,-0.164857423096847,0.8082188117473,0.0290721119198947,-0.249752851715379,0.394158458719607,0.0334745235688095,0.114443996772708,0.138835860294482,-0.107400262519943,-0.257881482428166,0.408020243969515,0.1401453986611,0.151912386337689,0.0629595575115222,0.767931835338963,0.0969220265421546,-0.265214222078055,0.137790051286363,0.0965027106893721,0.326382511606398,0.0785541926137764,0.244753022096047,0.252144041496078,0.542907693209636,0.198076470590273,0.341887702980427,-0.0115986444724439,0.0455416596353948,0.0530983590176765,0.354633640649624,0.280862793524479,0.358549110423023,0.388074906888527,0.261501666798657,-0.108333392025495,-0.00975511954796496,0.0733294156105754,0.104849963262008,0.0533132501041554,-0.305915620532967,-0.0480352362213555,-0.0875784390018603,0.0133236438543139,-0.138428395057376,0.201828114542082,0.00464350375157314,0.572326538689192,0.186839634058695,0.216620007672302,0.160866289937775,0.050582806291752
"ACH000822","ACH000822",0.144050784330075,0.297042912772385,0.141518631243166,-0.15923668115983,0.663040469658302,0.25865995174197,0.218853410342103,-0.135371451588327,0.169104279825662,-0.0731687070466399,0.099493089001347,0.225138253086325,0.342513258736222,0.24160464687303,-0.597526965239812,-0.192754069027614,-0.285678652587963,0.220870372946047,-0.289837544355901,0.178189111929762,0.189415721661767,0.0194286536483863,0.344164139681095,-0.00560756826460538,0.275186875786254,0.260676195713151,-0.31410477876888,0.549283299315831,0.655215275100224,0.152148254109334,0.223849516689737,0.475809932458055,0.675196267217213,-0.381873769814764,0.0817160218555203,0.0121404462310989,-0.94211074086962,-0.248532250429078,-0.391487254830245,-0.206677462641565,0.27904913088122,0.0524562964387775,0.226229867794836,-0.203468527141732,-0.0514496587200579,-0.025534488561512,-0.244518443371503,-0.46823390932135,0.417867639273299,0.232063241920179,-0.423835897669084,-0.406685828398533,-0.635447188356756,-0.362327013824782,-0.295674695640481,0.245605009820146,-0.289836857320948,-0.0527432801373081,-0.552996642622084,0.134803541072009,-0.656457225075465,-0.486274072659445,-0.44092155235051,-0.508969348011057,-0.370304301491912,-0.469033865176262,-0.920251131221978,0.115261043949961
