"","sample","creb1_targets","crebbp_targets","crem_targets","ep300_targets","fos_targets","fosl1_targets","jun_targets","jund_targets","mitf_targets","nf1_targets","nr4a2_targets","ppargc1a_targets"
"GSM2138507","GSM2138507",0.0477864457455265,-0.0200631342473539,0.0491576288385656,-0.0458104762595374,-0.109838012169425,-0.0522707387643985,-0.0447304133907963,-0.0313710111989571,0.0875522662264547,-0.0470017806015837,-0.0374214060729761,0.281687206766289
"GSM2138508","GSM2138508",0.0312991395546344,0.11789300790801,-0.0142252531127124,-0.0430354109944948,-0.102842115118328,0.00804770191810973,-0.0627299697223462,-0.217079772063127,0.0663223997404342,-0.00569865127206277,0.00217527719252975,-0.349710983689076
"GSM2138509","GSM2138509",0.0351156099163362,-0.119212951144342,0.0551842001017867,-0.0305981614064856,-0.0201506446826627,-0.0193996295167398,0.00228789647218873,0.0749120617075902,0.0669480502022583,0.0150180416903373,-0.0675698556526087,0.0332973275554176
"GSM2138513","GSM2138513",0.0418707535165231,-0.137590974483575,0.00199257403863185,-0.0583494413886394,-0.01911514963013,-0.0550523960468755,-0.0462848723311522,0.0678449627159596,-0.0692600216053816,-0.113429348729624,-0.148462088967443,0.421324132935899
"GSM2138514","GSM2138514",-0.0762716380378598,0.0114546734309159,-0.135568111516602,0.0226690190469902,0.0130895975577627,-0.0606528759080745,-0.0733032557487159,-0.0667716358854224,0.000637368299785904,-0.0419762265311782,-0.025364046857225,-0.34267779135308
"GSM2138515","GSM2138515",0.0572287753470624,-0.0353257797273384,0.0658083534421468,-0.0530213915761789,-0.0479473106867332,-0.0361130421674157,-0.0172629685119462,-0.0834474874286971,0.0905020886967711,-0.0373552293707397,-0.0668855158179945,0.176245410748263
"GSM2138516","GSM2138516",-0.075762237605235,0.0343094306722569,-0.0919969932372267,0.0470804823024915,0.0383426006337877,-0.0336581205326066,-0.0146228239920396,-0.0674175644146637,0.0614908703035095,-0.00654082468330271,0.0522499453736507,0.357399149821096
"GSM2138520","GSM2138520",0.0883057034647489,0.0350833001262823,0.0855409131327736,-0.0360378173278857,-0.0781554601229978,-0.0657885870156732,-0.0085665996265224,-0.0814894721160792,0.123194769538106,-0.0805890052339354,-0.0620809671279637,0.199942889025205
"GSM2138521","GSM2138521",-0.0502698604157767,-0.0635376460232171,-0.0223348780157503,-0.0347243757586207,-0.0932364769233623,-0.0873708817055778,-0.0620741457798896,-0.00975187349139228,0.0528911507407945,-0.182385695407505,-0.104784050651963,0.196118586476497
"GSM2138524","GSM2138524",-0.149496229803266,-0.0771643930208614,-0.142999932986401,0.0192829819792552,0.0333777673601308,0.0085641072923629,0.0199381080365087,-0.0209381333883426,0.0207144741299174,0.0526445378344108,0.0494612130320424,-0.72901717785396
"GSM2138525","GSM2138525",-0.0750007314553606,0.015399151237839,-0.122571625249536,0.0435672060681525,0.0599636318658516,0.0629041808514817,0.0192481413514176,-0.0241935756259699,0.117734366774178,0.0812237276354645,0.0170220241838719,0.254606844214615
"GSM2138526","GSM2138526",-0.0882843262255357,-0.0749716755729227,-0.0739942787781097,0.0459634940431689,0.0349717726499054,-0.00149610828156166,-0.0152015824801719,0.102348603841257,0.179558559659128,0.0322427243068051,0.0324933189943445,0.269405462835625
"GSM2138528","GSM2138528",0.0771341433312955,-0.0410429669591608,0.103033638870487,-0.0492187734258592,-0.0741720660158308,-0.0773463133489728,-0.0263433962597599,-0.0310732446689658,0.147726001527774,-0.120251474653579,-0.0951460550867435,0.111920590046986
