"","sample","EGF receptor transactivation by GPCRs in cardiac hypertrophy (bp_114)","Signaling pathway from G-protein families (bp_119)","CREB phosphorylation through the activation of CaMKK (bp_1202)","CREB phosphorylation (bp_1222)","Class B GPCRs (secretin family receptors) (bp_1226)","Eicosanoid ligand-binding GPCRs (bp_1233)","Free fatty acid GPCRs (bp_1244)","G-protein-mediated events (bp_1246)","GPCR ligand binding (bp_1247)","Hormone ligand-binding GPCRs (bp_1249)","Lysosphingolipid and lysophosphatidic acid (LPA) GPCRs (bp_1253)","Nucleotide-like (purinergic) GPCRs (bp_1257)","Peptide GPCRs (bp_1260)","Amine ligand-binding GPCRs (bp_1270)","CREB phosphorylation through the activation of adenylate cyclase (bp_1496)","cAMP receptor, G-protein-independent pathways inferred from amoeba model (bp_1666)","Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model (bp_1674)","G alpha s pathway (bp_1679)","G alpha q pathway (bp_1680)","G alpha i pathway (bp_1684)","cAMP cell motility pathway inferred from amoeba model (bp_1687)","G alpha 12 pathway (bp_1688)","G alpha 13 pathway (bp_1693)","Non-class A, B, C GPCRs (bp_1699)","G-protein signaling through tubby proteins (bp_173)","Small ligand GPCRs (bp_1734)","CREB transcription factor and its extracellular signals (bp_175)","Class A GPCRs (rhodopsin-like) (bp_1753)","Class C GPCRs (metabotropic glutamate and pheromone receptors) (bp_1756)","Nucleotide GPCRs (GPCRs) (bp_1774)","ChREBP regulation by carbohydrates and cAMP (bp_419)","Signaling by GPCR (bp_535)","Protein kinase A (PKA) at the centrosome (bp_58)","Activation of cAMP-dependent protein kinase, PKA (bp_6)","G-protein signaling pathways (bp_605)","G alpha (i) signaling events (bp_620)","G alpha (s) signaling events (bp_621)","G alpha (z) signaling events (bp_622)","G beta-gamma signaling through PI3K gamma (bp_630)","Gastrin-CREB signaling pathway via PKC and MAPK (bp_631)","IGF1 receptor signaling through beta-arrestin (bp_653)","GPCR downstream signaling (bp_657)","G alpha (12/13) signaling events (bp_661)","G-protein beta-gamma signalling (bp_678)","Angiotensin II-stimulated signaling through G-proteins and beta-arrestin (bp_706)","PKA activation in glucagon signaling (bp_708)","Seven transmembrane receptor signaling through beta-arrestin (bp_713)","G-protein-independent seven transmembrane receptor signaling (bp_730)","Attenuation of GPCR signaling (bp_76)","Beta-arrestins in GPCR desensitization (bp_78)","Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling (bp_79)","G-protein activation (bp_904)","PKA-mediated phosphorylation of key metabolic factors (bp_961)","Activation of PKC through GPCRs (bp_98)"
"ACH000750","ACH000750",0.370779123431062,-0.0603145092988873,0.670688135408125,-0.0757797722991908,-0.390223067983642,-0.0119549869224159,-0.723662637631901,-0.429290813943815,-0.171768806213581,-0.0756427696733768,0.167214267251941,-0.392408424844371,-0.0906701995302797,-0.0986040538831952,-0.130078235647973,0.164382945946319,-0.331195416795085,-0.0984031320187836,0.086937933742402,0.0311498168850814,-0.0539260365455024,0.232595426598724,0.113706287750326,-0.356770044448878,-0.100575450905563,0.201749654826829,-0.0710610757798541,-0.225478569701789,-0.5896854028716,-0.382870635124474,-0.0939630415963968,-0.0927841596720021,0.688163440841921,-1.96353143384465,-0.151237375525921,-0.18363552378374,-0.171711733662645,-0.187839172325314,-0.339649563037576,0.056150493841063,0.130131355219606,-0.970850027262433,-0.237508764816505,-0.201233749943357,0.084027949521804,-0.69149321685719,0.0447555881089557,0.282910510570967,-0.359416484549519,-0.454527567206668,-0.472893311849733,-0.392575500477689,-1.43269345460323,0.991599433065088
"ACH000788","ACH000788",-0.284169322694024,-0.153500772042347,-0.213629396810027,-0.106744313473289,-0.0520317623959397,-0.366527680876061,-0.74583374492796,-0.144240096535495,-0.145276921078674,0.152504100316959,-0.148386520127614,0.174519106532486,-0.125593558581312,-0.356479351204225,0.040876572202314,-0.598836721596783,-0.114949663075772,-0.0344300185982041,-0.240987146055978,-0.22306598474505,0.15158428523682,-0.0280979308418027,-0.0242227708490767,-0.101557034116462,-0.283668589215753,-0.307454112756516,-0.0483973872267737,-0.285977687460152,-0.00027452906312015,0.233228444415837,0.0354447161458162,-0.111270016922588,0.337642681384007,0.100389063404397,-0.0131869496722089,-0.152301630041877,0.0039903202319281,-0.288536556234566,0.213059735073871,-0.0963987681663578,-0.020782258286216,-0.235463166046801,-0.152870330073708,0.101791768376492,-0.142327075891414,-0.0569625634258588,0.168405143033357,-0.095025326118992,-0.0289296313926587,-0.246511986803318,-0.197206553344513,-0.25093288605071,-0.278612209568824,0.172737831613959
"ACH000799","ACH000799",-0.0471631595686977,0.145721398506801,-0.220197931118269,-0.169280600412854,0.620890262103213,0.682240830991132,-0.763773609422943,0.0386406504961431,0.428222937317565,0.511878856434194,0.352207073699849,-0.174407904831033,0.277263160981038,0.737458542052082,-0.232358938653518,-0.424847739514197,0.0475759294001989,0.123238163035153,0.389047983807448,0.227614550921303,0.0949991437111048,0.157600117512335,0.21230006137373,0.501775069216959,0.0939891781298956,0.249480405559919,-0.0581717893192665,0.233822261934078,0.889758522256691,-0.234861209740235,0.0365668711718637,0.298590924202312,-0.212558700999145,0.429264097021663,0.063224064008254,0.377796532636882,0.203900970402558,0.43867294028018,-0.286372580651606,0.15190712642072,0.113340592217874,-0.347307990871463,0.19220152739032,-0.102321715635857,0.106045701762228,0.467324010866308,0.0318867987415638,-0.0321798732377856,0.31632538458791,0.893442538027813,0.596236623361134,-0.114385133075206,0.525911351258248,0.068791462060083
"ACH000805","ACH000805",-0.0684145806371687,0.127777853375511,0.199996299495805,-0.243185845633796,-0.36047668377027,-0.600091233946415,-0.238301219177655,0.160507829477177,-0.216043316659663,0.172366762172412,-0.109640608108096,-0.0596144760237311,-0.105804129632514,-0.274035044854162,0.301841140435732,-0.700651619519522,-0.140455687983096,0.0868369440256959,0.11798226619893,0.0892497541876493,-0.000729884378601947,-0.00788421383012435,-0.0623683335921923,-0.138184364498855,-0.137861204599288,-0.336013476627464,0.335140868857389,-0.110181157519149,-0.248164960146932,-0.41121411721217,0.0114359756257447,-0.158639657149674,-0.00293355187861985,0.564843062005712,-0.164658080436268,-0.121010065181362,-0.305041619843616,-0.280265382770589,-0.138658955844778,-0.108905766373078,-0.0507202260992583,0.325538978497508,-0.377997131758369,-0.369250244795204,0.10390545634659,0.139887387379781,-0.0552994998751853,0.586094114126099,0.192205232548197,-0.157357085430978,0.210848927767227,-0.428121907348087,0.22025512419216,-0.324328510553526
"ACH000812","ACH000812",0.220474990945031,0.243893741820549,0.246499874114472,0.123971730817117,-0.0884326852818436,-0.246741482848763,-0.294786385968277,0.303135976006527,-0.0129704573891624,-0.208974712056515,0.514543990763587,0.287722020982188,-0.0590233860209392,0.200912993328263,0.913752532836221,0.661946130920456,0.164733058116623,-0.0389673522242907,-0.0538618319170567,0.0772636586253407,0.105109858163626,-0.0279173928602135,0.103837099377676,-0.00894507445154097,0.906243651600849,-0.199202033627491,0.401525359918566,0.027104391469829,-0.117423129454852,0.458336039414138,-0.078690015690084,0.0371358715693283,-0.135441972590196,-0.214129442105928,0.208465224812344,0.0631399951472875,-0.00853794512995617,0.193284838977329,0.504450738877877,0.1166362197468,0.288441746161116,0.925370159397731,0.214055092319718,0.208584702850699,0.088695621426334,0.267507324845743,0.0185667805711383,-0.0102718683240018,0.166068088734738,0.369406453455173,0.224961252488151,0.273304229212803,0.416638932302957,0.362339466426649
"ACH000814","ACH000814",0.265327308840203,0.0841184627647269,0.0179372951381038,0.633689286408967,-0.244600012094716,0.598119178090868,-0.73448091375458,0.110865148555743,0.0232839500182431,0.223638749422954,0.0511787584515235,-0.219199514129426,0.105151533598109,0.165618436309603,0.088889896758127,0.528872272530454,0.016377869378945,-0.194791920990641,-0.0964007567338587,-0.0774400385520292,-0.0281914164431197,-0.154144762479041,-0.0574302958216092,0.0276976807751441,0.17411528585707,0.313309648307281,0.252676868740244,0.0560479480879271,0.0248267659607606,-0.117060093392051,-0.169134577857465,0.0313006749418494,0.123118070643003,0.275952803200478,-0.108169610158483,0.0995460097845877,-0.0316047439786435,-0.00139407369142139,0.640854111751381,0.0887449992977378,-0.229694223284091,0.0913541375797517,0.0897445923211923,0.141375522196127,-0.0866392525896691,-0.0172393289314216,-0.0605982301271813,-0.186386565176683,-0.156455119218886,-0.275976685295752,-0.169903840145893,0.0634118516439786,-0.0042157623678779,0.405357926462945
"ACH000822","ACH000822",0.522475750292062,0.12410715597013,0.124962541682486,0.151857634667451,0.00289723094409285,0.165131149244275,0.88951787424903,-0.131795696120552,0.0796018113803176,-0.471180239872083,-0.49710603573486,0.227663824547105,0.0506665410365166,0.217854174695996,-0.607580730373011,-0.099930410288353,0.211735651745507,-0.0424000980403668,0.166217535246014,-0.0188193446197992,0.0211385783417598,0.0958387057896312,0.334285385824417,-0.109455641979125,0.330335836496475,0.295835265353652,0.0426060623815408,0.0891525649865999,0.354404157029319,-0.162891872427875,0.135501057875152,0.0979558513526547,0.105983996455754,-0.0428724565425963,0.0454725066055582,0.0947054141383236,-0.176023628191417,-0.0963487980143223,0.591702223920458,0.12597243767663,-0.184390378370839,1.14393803647616,0.0961535098517037,0.512154402712533,-0.119627570510813,-0.258017234367069,0.00628539731792023,-0.268501659603193,-0.215074614395353,-0.262634221410987,0.0534278615106132,0.12485157785364,0.210137195346707,0.700186458828101
"ACH000882","ACH000882",-0.401640369436951,-0.682473825120739,0.598544127976231,0.215697175785226,-0.282699064157647,-0.224061452168299,-0.406905098760498,-0.384338262284893,-0.228796926370776,0.0498626301870266,-0.341619451963131,-0.249939950026582,-0.164728835847139,-0.274668393694366,-0.0347938027206342,-0.589016024240311,-0.092013645130945,-0.00326111361307422,-0.0240409217525257,-0.181207552558063,-0.220875361654745,-0.0334254421802455,-0.0199639570009256,0.0796479905136618,-0.830102808340599,-0.676963069346437,-0.479088009785166,-0.114564576869939,-0.112160389948313,-0.233192488030228,-0.224133491985026,-0.189443646185812,-0.426970875915565,-1.39895893364144,-0.330273874942341,-0.150410953800125,-0.106625931876894,-0.306379052128215,-0.583496346749445,-0.240097731555844,0.0595769163394962,-0.328711932985683,-0.263062743931256,-0.287670469971697,-0.258291596347322,-0.490082308336416,0.0900988832192657,0.00939976330890657,-0.805962670158504,-0.737407448298036,-0.414561020150283,-0.369597827660865,-0.669341110855686,-0.838005175759969
"ACH001239","ACH001239",-0.284085862644634,0.324608665219953,-0.466862798944869,0.197204310268454,-0.0144409452700522,0.325836601722939,0.75696257357326,0.0900520947679647,-0.0565939292962331,-0.0529833642296095,0.069267255408253,-0.0558504028761535,-0.0292140270436042,-0.634926333371962,0.558439388616266,0.037346063049942,0.151716087389172,-0.0215290792738962,-0.134127297543658,-0.101615367773197,-0.0695428073259353,0.0956487822377709,0.231823185025865,-0.113192675907995,0.404527111064853,0.046902621411891,0.177167942325977,-0.176414644647918,-0.512675446560024,0.0336391514877215,0.0935434998840007,-0.0211067003814954,0.408969148429791,0.678146094662072,0.111808240037649,-0.0925857896640666,0.0320426597980797,0.0132593511086718,-0.219807463909777,0.0739316899454121,0.0374389718120214,-0.242442859644507,0.0347520681148312,0.289667326795876,-0.141318071711071,0.630963339669961,-0.0565985284461203,-0.116648573273481,0.368352796963511,-0.140930935102001,-0.0709859360164816,-0.0420190412553428,0.0260777574397537,0.103396206933175
"GSM2138481","GSM2138481",-0.188245755302853,-0.131757776943561,-0.525079037069814,0.203643130148764,0.208239839403835,0.735311597740717,0.014298794676561,-0.191741883046618,0.191037510678643,0.291049341358718,-0.400008571090287,-0.00182167098313282,0.194756520858659,0.211275476901185,-0.452476190926298,0.00703980932230891,-0.192275148579289,0.0130641737216303,-0.0639400746971724,-0.0538857792868535,0.0857892250704765,-0.24216682338555,-0.160300041398062,0.101513167055548,-0.275584149004618,0.348606721061431,-0.0920821564158699,0.183700695568062,0.466624501347133,-0.264844292591965,0.108521169884177,0.102922933972027,-0.115880488177384,-1.35591420465413,0.0839286727465176,0.15142847101894,0.311726072496162,0.10616740482765,-0.0121737816207472,0.0975204203142456,-0.294352330661816,-0.0688287965434008,0.0939513084945439,0.0241735430751726,-0.186141609156715,-0.278019155659262,0.062719530735292,-0.0724789348691007,-0.0608215434419561,-0.349110421277218,-0.474337001808852,0.345557418442314,-0.803659191560842,-0.0849646611694954
"GSM2138482","GSM2138482",-0.29012960227954,-0.188428091838456,-0.407153358820103,0.246031466579314,0.291732395287948,0.698203833501565,-0.244520997327226,0.104072020895849,0.328189681698438,0.82380312379599,0.347408680028854,0.295092823424126,0.40387552258837,0.429553313710217,-0.114555424019617,0.308128194267392,-0.101073249326784,0.169074780471596,0.116737008105317,0.178010350193943,0.283231351710978,0.0825051403619298,0.0932945685199045,0.150754551689949,0.129806434860392,0.519194242349394,-0.0365564660113677,0.290455551201192,0.414230402920933,0.255342259500284,0.309410567172866,0.255722284468907,-0.172466551893556,-1.046091438386,0.211059018760467,0.274274419043754,0.419203603517562,0.228760074899787,-0.360396840761529,0.172851039720761,0.276641940372402,-0.375460202834451,0.0653206821996229,-0.0068652082984318,0.367340689916997,-0.062120794470396,0.282709017368653,0.380632948385653,0.204893977561488,0.528054619158077,0.170495838962973,-0.0937363577137608,-0.489799296060755,0.0300087887193609
"GSM2138487","GSM2138487",0.331013269602864,0.0693282130275076,0.438590776303411,0.145618537186103,-0.316510502698805,-0.135571123809526,-0.593940667702817,-0.347515324959164,-0.354257948417291,-0.320126202898228,-1.06448384201731,-0.443733391481276,-0.290919130393999,-0.495084720618526,0.255796745962751,0.0959677463449448,0.0603388848866276,-0.207371300364091,-0.166985569058633,-0.10831750643246,-0.412142096127396,0.229201458497914,0.0194681257788034,-0.457560487213917,-0.346197704513034,-0.269681380748995,0.259302749363863,-0.404842313899505,-0.498173246260744,-0.311104065495853,0.227637720350568,-0.28227306361489,0.793166934711715,0.166606752221873,-0.14511521265347,-0.405219539456902,-0.284582676401181,-0.331688489532296,0.0562598027208768,-0.256043149320216,0.00304679435780187,-0.416670065081528,-0.156589118894714,-0.335405031772248,-0.0696623201113212,-0.0859651397677573,-0.0261872018573073,0.00528391405420564,-0.469391779341477,-0.323277755578198,-0.425257414230648,-0.349402899629462,0.143043311415217,0.245618804266011
"GSM2138488","GSM2138488",-0.210797793570289,-0.350571834930236,-1.22934395326043,-0.497045667068515,0.0448087092764043,0.098913463661128,0.463127026479633,-0.247338669710258,0.145600451256087,0.436554151134644,0.313625798136608,0.172031006097707,0.171885938296803,0.192907458093508,-1.00058987279593,-0.543095985069487,-0.283519371652009,-0.06817078878591,-0.079708571226783,-0.219489913757082,-0.117234089083293,-0.282727727928529,-0.24402897519811,0.167979380182639,-0.0176047732760498,0.100253290559824,-0.591036783587197,0.155937168471439,0.416970297485442,0.0997881143897554,0.00193535786393795,-0.00861360844379491,-0.235394975705447,-0.974072134866072,-0.157081353101458,0.0334169554600705,0.0164568021808591,-0.0571992985352588,-0.766363695246959,0.0184451535061308,-0.302762432523709,-0.629100573101105,-0.209176199384016,-0.246778477583703,-0.264415563501489,-0.408182329109077,-0.167147570043513,-0.14553755642747,-0.165689798134913,-0.220654960715614,-0.192372788205574,0.0214626356889184,-0.141017354786786,-0.499891814947439
"GSM2138489","GSM2138489",0.0014398399299722,-0.296531119682812,0.134951643545545,0.0521685474624235,0.0946114448019824,0.429824059202367,-0.308740479524886,-0.134659072246138,0.157718580829238,-0.309173123395946,0.448238897564243,0.0358161339729271,0.231885448626688,0.139932113428337,-0.38702140921267,-0.506236765529706,-0.115353476331586,-0.0300799522817626,-0.045290408906507,0.0915324518181543,-0.131885334115139,0.238768934925516,-0.0532259439473056,0.208682519698424,-0.585941755946194,0.439112107427112,0.0447353152480306,0.224687580392825,-0.0222710629224884,0.1271547362004,0.034244981671153,0.098273419035511,0.0423294387391838,-0.59046676567837,-0.0661253157914631,0.0213791745335674,-0.0460570256554406,-0.225001229794525,-0.659772659975115,0.183319279119116,0.387845285075399,-1.19993459334894,0.0328117398845142,-0.271111838340316,0.139408224852135,-0.287000521070481,0.0027358504088651,0.271994864026527,-0.2628899222768,-0.445916471118446,-0.500861857050108,-0.380448590828565,0.270559312427094,-0.12190415923829
"GSM2138491","GSM2138491",-0.0871353618320338,-0.253505728046256,0.320496996271364,-0.575593994716693,-0.0428764651397312,0.425129757229222,1.06010387286944,-0.0492591100205854,0.281171626647602,0.309694949418429,0.62856397904448,0.0837332555274109,0.363646036733459,0.146711014047917,-0.920430364336023,-0.319226866947077,-0.201757814818415,0.0238164568982417,0.120615650778688,-0.155312755374628,0.0143099435443113,-0.0574711803469106,-0.0408671223236728,0.155523470354583,0.292890836711984,1.10699024559927,-0.463350495164888,0.369274824748707,0.185493188224838,-0.144843651617044,-0.39214495470969,0.142375464672287,0.0781020866214405,-0.709001555891061,0.065884180991367,0.265542624408489,0.0375332094990204,-0.0433401966479061,-0.21895407254692,0.248129252975242,-0.19785824931328,-0.643234335788203,0.0344487447034401,0.214271615533837,-0.181528529708797,-0.378555862199053,0.0513968761903896,-0.107533260077721,-0.160562291169559,0.0718922985669338,-0.118630609261025,0.338408572893239,0.0944978719444915,0.335961519200747
"GSM2138494","GSM2138494",0.153045080935466,0.407116057311602,0.338556869096505,1.05677702344181,0.172071491483016,-0.503758398455238,-0.310842318071745,0.274795374710691,-0.107730302185105,-0.663653558374389,-0.711482867727289,0.025492429263108,-0.111646331473343,-0.0468401776894484,0.57540886800695,0.229501339368414,0.248884947840089,0.148988318881856,0.0921812906602271,0.130894988733944,0.152725476032392,0.176390691846781,0.325184219937193,-0.0968623550978372,0.287524523177517,-0.337275371898882,0.186267447217889,-0.0463760727377686,-0.622998029052865,0.0892317730818354,-0.0708340003345025,0.0445118329368451,0.267273344522988,0.383609310485917,0.268671065322499,-0.105654366874545,-0.0264108470477252,0.231941258415761,0.831813005303837,0.0209455611649753,0.157393198755354,0.524352449155937,0.307558700223599,0.307234755781539,0.0989284451688812,0.512211813680391,0.140477775537412,-0.151059133258113,0.0813209635592175,0.0508146036496899,0.244935143982606,0.0368111763261412,-0.0166688566470422,0.373227601257552
"GSM2138495","GSM2138495",-0.0415911582941359,-0.285006896020824,-0.116494672656202,-0.45721389521435,0.384013004507205,0.330282594106636,0.345663209247572,-0.160893525071555,0.41030537607773,0.105718805436041,0.222339825275844,0.78466970133534,0.446726412812276,0.286134832508437,-0.216450216456999,-0.172587126300068,-0.158533704070151,-0.0469243444575562,0.20301882394131,-0.0842763854166871,0.0617947801571046,-0.0771634898343947,0.00633672439402313,0.239067343406811,0.0244213275134178,0.349043779702518,-0.686123086708133,0.39144904355341,0.363498667213679,0.501294838834607,-0.323134696980836,0.173855096879205,-0.211004469165172,-0.565359198044008,-0.105768111768476,0.313169485267947,0.232418202898344,0.073803408076037,-0.570302240767145,0.228929476426744,0.0694548455369217,-0.269561969754881,-0.0805972209942069,0.149029742204315,-0.0438729586253503,-0.414552087651965,0.11747693182929,0.105757899342585,-0.406954729391019,0.21530913537603,-0.0264595190622978,0.310619272425881,-0.0669951086183682,-0.169889962205226
"GSM2138496","GSM2138496",-0.0671974386503009,-0.182432387784433,0.126795909480085,-0.0535436111549578,0.171415301964747,0.220142074862105,0.327867687752309,-0.088049406005596,0.27917889236443,0.024545940167889,0.673748837246587,0.221023512263589,0.301200025329381,-0.00688655778722612,-0.226071389564741,-0.311304158135036,-0.0555488290731679,-0.0142799028245236,0.162327937708697,-0.121812469045994,-0.0633818307838793,-0.249545633903134,0.0995589506040971,-0.00137495901686079,0.341748250523878,0.230601921943507,-0.465224256127637,0.130421620019616,0.803739731756722,0.371935473510606,-0.274585137087735,0.139282362561537,-0.144280648398975,-0.0693689100785703,-0.124393267294262,0.349197646636409,-0.0279175453329228,0.0536691316739143,-0.0612586879315662,0.166646149415073,-0.163386262656733,0.45330945559262,0.108483351789881,-0.121429849246217,-0.120297266005708,-0.232714062676887,-0.0883558753867481,-0.231886086323046,-0.348487188326528,0.436713994519311,0.252348531148334,0.312360834068428,0.487232168893926,-0.0228701754346907
"GSM2138499","GSM2138499",0.0597515586892795,0.249214915994534,0.191066164175116,0.34083057057547,0.560747820349039,0.00874037987006662,1.86024064881295,-0.0263937237364607,0.437217769764247,0.116685587893417,0.269869130661182,0.404469975279322,0.371697394980281,0.417108186943245,0.396368971700841,-0.430199267856546,-0.0297494305863407,0.125675678981819,0.0478178713938668,0.0591924660312845,0.0600189014297568,0.0639808983940137,0.0119384786231647,0.223271474781858,0.459904682768098,0.119636330738193,-0.115118400582526,0.386664813525255,0.254940244641105,0.553549540598409,0.1260645972719,0.273538063130367,-0.0179165048780649,0.065006339279635,0.12926370134235,0.274768044195467,0.310954051384209,0.30189139261161,-0.33056113954814,0.255189330618077,-0.0475715493067663,-0.236211601344027,0.190755290535362,0.11264066059487,-0.019317447454667,0.112788762736013,0.122764321419701,-0.140924633990701,0.396094816373287,0.054736690106308,0.0409206081858418,0.413737809335836,0.347838472524594,0.171586779083343
"GSM2138500","GSM2138500",0.381076810449804,-0.183915437679799,-0.541057414285808,-0.332199273799611,0.521529208959815,0.429342641868822,0.174108956159229,0.101051069624689,0.497192148276747,0.00859739836855662,0.567961459455224,0.400779983747595,0.509559897496282,0.522388309949461,0.304495298172845,-0.0729870487398037,0.00471263018446296,0.25584024296776,0.403745210556667,0.205397392974534,0.0941582838977305,0.0411600357545003,0.175065483255521,0.578082638715333,1.04108749148751,0.490665513527898,-0.161462506907058,0.501504673482947,0.754573305016341,0.282989119742683,-0.106805191710595,0.377630221199602,-0.0346904728759445,-0.274446360058551,0.105548759426492,0.375749903721586,0.273624673288485,0.152433952166842,0.0542324122042355,0.33784331715025,-0.133857254391804,0.192339005375902,0.285047326266278,-0.0215799935966721,-0.00861871482256429,0.358210953111847,0.10262415836748,0.259375570269413,0.251064744531,-0.235216147097553,-0.170063125030314,-0.0105943780860378,0.756959634075797,0.326917736672597
"GSM2138501","GSM2138501",0.114777304213286,0.128371933804134,0.757953911457239,-0.121130017021339,0.354208090417926,0.721101487709097,0.671250815240124,-0.0842576351350439,0.470780942757095,0.178166691392444,0.387445516651027,-0.0356794658736084,0.548510753915492,0.357958322676414,-0.436763385928492,-0.0864409674028536,-0.0142888474757446,0.151304496251673,0.367317779527938,0.0418397682299078,0.247882299848116,-0.0325830890381522,0.198764694311344,0.547177930448437,-0.050942438039691,1.06662702663272,-0.341692148106301,0.625156046630839,0.410349827063339,-0.0267153354286813,-0.108192731716981,0.332132852752145,0.0134093271033627,-0.458773521741508,0.132120617395475,0.337676457807936,0.265433716240744,-0.0221961075796012,0.132388632155407,0.255821422796484,-0.140514907141516,-0.624960998576687,0.20774177805245,0.0974406015877473,0.0107235293953757,-0.234646335294673,0.189299686515738,-0.0485971175714508,-0.122880071991158,-0.266469214312386,-0.234048607857358,0.268585594827372,-0.000130734239019492,0.509938803114866
"GSM2138502","GSM2138502",0.65634912569268,0.283305734073922,0.591121870061505,0.114432993939628,0.0449631006128366,-0.0411389653618174,-0.467812026596521,0.273010070001482,0.0742578930885552,-0.585009728551357,0.130225315040957,0.263645528827711,0.0983395310299366,0.0531793356492676,0.530204228333414,0.657819141833125,0.360526356030434,-0.00258625854071739,0.206824917704584,0.250827477258769,0.0241252560175034,0.210870875206337,0.406100957661391,0.00271789083132404,-0.179075674327801,0.189508600631419,0.237635573595408,-0.0727444652015294,-0.0516102725664672,-0.237122702365079,-0.0801443192589719,0.162753578097022,0.0264822419581087,0.750669318455241,0.227612844339398,0.155021175172499,-0.0308180230424452,0.110061432778164,1.06668696106021,0.20545076424195,-0.0905103267895503,0.748464241480048,0.512642351400097,0.470215016337352,0.209064508170985,0.233164342933425,0.0681849204743211,-0.302460791207813,-0.208818806861537,-0.0582521612005193,0.172263901776821,0.269651281549579,-0.172579236834552,0.754548734573621
"GSM2138503","GSM2138503",0.204820210772764,0.0894629145418644,0.44603493225575,0.225203027193612,0.0732115856127136,-0.0400006434893439,-0.502383596065128,0.161014652804421,-0.0345744984097254,-0.505268971176744,0.367623471202415,0.0618007380667363,-0.154854162659056,-0.0223998732693552,0.243732112429424,-0.29724645051479,0.168527807388429,-0.132965270738694,0.160722721046847,-0.0322468209177845,-0.0133110041693798,0.0453829057822581,0.315688731671357,0.0354931400152725,0.612476555010737,0.05833912611618,-0.21335526522688,-0.144830356679704,0.393487192959319,0.0371883253960333,-0.342303895009105,0.000756423043849182,0.0097086273382914,-0.276818088793347,0.0757832949412684,0.00230395363056894,-0.088290971640059,0.068126265410456,0.210118356737026,0.0859496264060898,-0.0495379379356557,1.16432623138451,0.204160068250213,0.151415342482576,0.119731248875386,-0.193323180992528,-0.0996646143767573,-0.141555268426992,-0.506949303658846,0.124671645320189,-0.217079338126363,0.494294347654499,0.0662312316145044,0.626187434778265
"GSM2138504","GSM2138504",0.203701653976905,0.423776970451814,0.222635541243028,-0.0835523311948218,0.463986437285591,0.577496017289284,-0.278956265457161,0.270940632051815,0.395206873129353,0.216350741688209,0.32908115932843,0.0520254663157123,0.317069963820834,0.471633191517359,0.614176385611346,-0.498324406700448,0.0550117223314032,0.215862073257216,0.222715657042667,0.276985115795768,-0.134340726330829,0.153967192752373,0.0168638680313064,0.479505187817862,-0.654854886845204,0.560915810943199,0.560422094015341,0.37539957560266,0.310186519120272,-0.23616432991184,0.210857090546119,0.316226270753407,-0.21447834549303,0.690227270991969,0.367769524267992,0.280209690143289,0.378186628390268,0.380667283062615,0.27296054547798,0.335174868210215,0.0418020857286073,1.04526428675777,0.433047673672261,0.187987651622825,-0.0789688302086555,0.676146692108114,-0.0536705297373893,-0.0158769120993292,0.603316348351018,0.129529511298293,-0.0671670041280822,0.503779900049266,0.958035900044961,-0.466453546325366
"GSM2138505","GSM2138505",0.147423953797283,0.187509188229108,-0.330210861839803,-0.376567422462117,-0.223594009755914,-0.123185700806375,-0.171208209213132,0.160252838189774,-0.265199807717215,-0.997304321559203,-0.506474466699741,0.0492216009423105,-0.211786950343204,-0.339727937573497,0.237697007093186,-0.303930020961874,0.0695921715581698,0.0748118601892088,-0.0364226307926626,-0.0751912152166254,0.166325917483952,0.0696525828503691,0.132247607519719,-0.47980017129583,0.321642862668708,-0.564578937765668,-0.0690603707530118,-0.163150276699975,-0.336126521718468,-0.115215328194401,-0.189434301385636,-0.175248115072497,0.123510079693607,-0.0214329139252477,-0.0439750018902312,-0.227524540960636,-0.235735338782945,-0.110362282709719,0.710095944537193,-0.0704282140499598,-0.0219346759580318,0.551564536421809,-0.222400687493042,-0.0362098010460932,0.186573960696263,-0.0399147032066025,0.123431471817301,-0.179327175859528,0.0552871505949851,0.109586632565324,0.622125078005416,-0.0395100157338174,0.350823849413009,0.798570859368965
"GSM2138506","GSM2138506",0.0301581900776503,0.385156695769826,-0.0690868916148653,0.848988526193994,-0.274590875572866,-0.465567196026668,2.05000375841499,0.22008499156418,-0.366272478237078,-0.831062135681114,-0.733629895150971,-0.69587106054383,-0.420791763907723,-0.20050888450995,0.784663160384078,-0.100219050096665,0.165415597017904,0.131023078958003,0.0899888727843638,0.227533670885381,-0.0864450945939434,-0.0457052439315052,-0.020014995563765,-0.238523424817695,0.468526133455961,-0.392297053624011,0.36699895673571,-0.290249172524909,-0.464758622641032,-0.617789055890865,0.336786516238963,-0.20202296883143,0.667418166208182,0.036192983825142,0.019491499131075,-0.310580473822459,-0.233732269359769,0.0870017786252999,-0.0947319606389529,-0.14151726595766,0.0849782891931322,0.0461849932588208,-0.0650993964330646,-0.116591621737635,0.054898675041014,0.387799955778679,-0.120084426131603,-0.0260773227310472,0.399056982781052,-0.0893218665546019,-0.156735711993075,0.0262983688390156,-0.0676847012243179,-0.278828680077483
